,snapshot_date,Total Population
1152,2019-07-31,7364
1153,2019-08-01,7333
1154,2019-08-02,7310
1155,2019-08-03,7299
1156,2019-08-04,7351
1157,2019-08-05,7350
1158,2019-08-06,7308
1159,2019-08-07,7280
1160,2019-08-08,7226
1161,2019-08-09,7197
1162,2019-08-10,7205
1163,2019-08-11,7261
1164,2019-08-12,7250
1165,2019-08-13,7216
1166,2019-08-14,7180
1167,2019-08-15,7174
1168,2019-08-16,7156
1169,2019-08-17,7127
1170,2019-08-18,7170
1171,2019-08-19,7176
1172,2019-08-20,7138
1173,2019-08-21,7104
1174,2019-08-22,7099
1175,2019-08-23,7108
1176,2019-08-24,7087
1177,2019-08-25,7151
1178,2019-08-26,7152
1179,2019-08-27,7110
1180,2019-08-28,7105
1181,2019-08-29,7065
1182,2019-08-30,7051
1183,2019-08-31,7022
1184,2019-09-01,7061
1185,2019-09-02,7090
1186,2019-09-03,7120
1187,2019-09-04,7132
1188,2019-09-05,7096
1189,2019-09-06,7093
1190,2019-09-07,7118
1191,2019-09-08,7193
1192,2019-09-09,7197
1193,2019-09-10,7169
1194,2019-09-11,7162
1195,2019-09-12,7168
1196,2019-09-13,7151
1197,2019-09-14,7155
1198,2019-09-15,7213
1199,2019-09-16,7211
1200,2019-09-17,7185
1201,2019-09-18,7186
1202,2019-09-19,7200
1203,2019-09-20,7209
1204,2019-09-21,7220
1205,2019-09-22,7275
1206,2019-09-23,7298
1207,2019-09-24,7280
1208,2019-09-25,7237
1209,2019-09-26,7217
1210,2019-09-27,7216
1211,2019-09-28,7223
1212,2019-09-29,7272
1213,2019-09-30,7266
1214,2019-10-01,7235
1215,2019-10-02,7242
1216,2019-10-03,7224
1217,2019-10-04,7228
1218,2019-10-05,7234
1219,2019-10-06,7274
1220,2019-10-07,7257
1221,2019-10-08,7246
1222,2019-10-09,7206
1223,2019-10-10,7225
1224,2019-10-11,7210
1225,2019-10-12,7209
1226,2019-10-13,7262
1227,2019-10-14,7300
1228,2019-10-15,7274
1229,2019-10-16,7226
1230,2019-10-17,7165
1231,2019-10-18,7161
1232,2019-10-19,7183
1233,2019-10-20,7224
1234,2019-10-21,7224
1235,2019-10-22,7207
1236,2019-10-23,7191
1237,2019-10-24,7166
1238,2019-10-25,7153
1239,2019-10-26,7200
1240,2019-10-27,7254
1241,2019-10-28,7261
1242,2019-10-29,7210
1243,2019-10-30,7168
1244,2019-10-31,7141
1245,2019-11-01,7131
1246,2019-11-02,7104
1247,2019-11-03,7141
1248,2019-11-04,7120
1249,2019-11-05,7044
1250,2019-11-06,7069
1251,2019-11-07,7040
1252,2019-11-08,7013
1253,2019-11-09,6986
1254,2019-11-10,7020
1255,2019-11-11,7041
1256,2019-11-12,7072
1257,2019-11-13,7070
1258,2019-11-14,7014
1259,2019-11-15,6989
1260,2019-11-16,6986
1261,2019-11-17,7035
1262,2019-11-18,7029
1263,2019-11-19,6963
1264,2019-11-20,6947
1265,2019-11-21,6937
1266,2019-11-22,6901
1267,2019-11-23,6911
1268,2019-11-24,6971
1269,2019-11-25,6954
1270,2019-11-26,6909
1271,2019-11-27,6864
1272,2019-11-28,6820
1273,2019-11-29,6838
1274,2019-11-30,6818
1275,2019-12-01,6857
1276,2019-12-02,6874
1277,2019-12-03,6829
1278,2019-12-04,6796
1279,2019-12-05,6762
1280,2019-12-06,6735
1281,2019-12-07,6737
1282,2019-12-08,6764
1283,2019-12-09,6746
1284,2019-12-10,6688
1285,2019-12-11,6645
1286,2019-12-12,6576
1287,2019-12-13,6518
1288,2019-12-14,6498
1289,2019-12-15,6534
1290,2019-12-16,6522
1291,2019-12-17,6411
1292,2019-12-18,6364
1293,2019-12-19,6283
1294,2019-12-20,6227
1295,2019-12-21,6153
1296,2019-12-22,6167
1297,2019-12-23,6141
1298,2019-12-24,6062
1299,2019-12-25,6034
1300,2019-12-26,5991
1301,2019-12-27,5946
1302,2019-12-28,5959
1303,2019-12-29,5986
1304,2019-12-30,5964
1305,2019-12-31,5858
1306,2020-01-01,5809
1307,2020-01-02,5771
1308,2020-01-03,5749
1309,2020-01-04,5735
1310,2020-01-05,5759
1311,2020-01-06,5771
1312,2020-01-07,5757
1313,2020-01-08,5746
1314,2020-01-09,5759
1315,2020-01-10,5764
1316,2020-01-11,5756
1317,2020-01-12,5786
1318,2020-01-13,5789
1319,2020-01-14,5736
1320,2020-01-15,5709
1321,2020-01-16,5659
1322,2020-01-17,5648
1323,2020-01-18,5645
1324,2020-01-19,5675
1325,2020-01-20,5690
1326,2020-01-21,5674
1327,2020-01-22,5652
1328,2020-01-23,5630
1329,2020-01-24,5629
1330,2020-01-25,5618
1331,2020-01-26,5655
1332,2020-01-27,5642
1333,2020-01-28,5597
1334,2020-01-29,5578
1335,2020-01-30,5577
1336,2020-01-31,5520
1337,2020-02-01,5525
1338,2020-02-02,5561
1339,2020-02-03,5539
1340,2020-02-04,5514
1341,2020-02-05,5491
1342,2020-02-06,5473
1343,2020-02-07,5465
1344,2020-02-08,5458
1345,2020-02-09,5494
1346,2020-02-10,5493
1347,2020-02-11,5423
1348,2020-02-12,5417
1349,2020-02-13,5420
1350,2020-02-14,5404
1351,2020-02-15,5389
1352,2020-02-16,5419
1353,2020-02-17,5439
1354,2020-02-18,5452
1355,2020-02-19,5455
1356,2020-02-20,5441
1357,2020-02-21,5437
1358,2020-02-22,5425
1359,2020-02-23,5454
1360,2020-02-24,5459
1361,2020-02-25,5439
1362,2020-02-26,5431
1363,2020-02-27,5440
1364,2020-02-28,5432
1365,2020-02-29,5446
1366,2020-03-01,5472
1367,2020-03-02,5453
1368,2020-03-03,5415
1369,2020-03-04,5421
1370,2020-03-05,5422
1371,2020-03-06,5422
1372,2020-03-07,5410
1373,2020-03-08,5447
1374,2020-03-09,5437
1375,2020-03-10,5431
1376,2020-03-11,5432
1377,2020-03-12,5421
1378,2020-03-13,5427
1379,2020-03-14,5442
1380,2020-03-15,5477
1381,2020-03-16,5470
1382,2020-03-17,5423
1383,2020-03-18,5418
1384,2020-03-19,5420
1385,2020-03-20,5363
1386,2020-03-21,5313
1387,2020-03-22,5301
1388,2020-03-23,5293
1389,2020-03-24,5266
1390,2020-03-25,5201
1391,2020-03-26,5073
1392,2020-03-27,4858
1393,2020-03-28,4739
1394,2020-03-29,4636
1395,2020-03-30,4639
1396,2020-03-31,4603
1397,2020-04-01,4562
1398,2020-04-02,4528
1399,2020-04-03,4421
1400,2020-04-04,4375
1401,2020-04-05,4371
1402,2020-04-06,4382
1403,2020-04-07,4352
1404,2020-04-08,4316
1405,2020-04-09,4262
1406,2020-04-10,4207
1407,2020-04-11,4139
1408,2020-04-12,4142
1409,2020-04-13,4142
1410,2020-04-14,4104
1411,2020-04-15,4054
